Full URL,Stripped URL,Level
https://uedayou.net/loa/神奈川県川崎市.json,,0
https://uedayou.net/loa/神奈川県川崎市宮前区,神奈川県川崎市宮前区,1
https://uedayou.net/loa/神奈川県川崎市幸区,神奈川県川崎市幸区,1
https://uedayou.net/loa/神奈川県川崎市高津区,神奈川県川崎市高津区,1
https://uedayou.net/loa/神奈川県川崎市川崎区,神奈川県川崎市川崎区,1
https://uedayou.net/loa/神奈川県川崎市多摩区,神奈川県川崎市多摩区,1
https://uedayou.net/loa/神奈川県川崎市中原区,神奈川県川崎市中原区,1
https://uedayou.net/loa/神奈川県川崎市麻生区,神奈川県川崎市麻生区,1
