Full URL,Stripped URL,Level
https://uedayou.net/loa/神奈川県相模原市.json,,0
https://uedayou.net/loa/神奈川県相模原市中央区,神奈川県相模原市中央区,1
https://uedayou.net/loa/神奈川県相模原市南区,神奈川県相模原市南区,1
https://uedayou.net/loa/神奈川県相模原市緑区,神奈川県相模原市緑区,1
